05,eb,90,c0,5d,01,03,0c,99,01,01,01,01,01,01,01,01,13,cd,01,c7,86,0c,3c,c7,fd,a0,c0,3a,71,63,41,1c,88,5d,01,01,05,eb,90,a8,61,01,07,0c,81,eb,92,1d,09,01,05,0f,01,ef,24,02,25,03,ac,70,13,3f,86,27,a2,40,01,78,2b,40,3a,1b,ee,40,7c,15,c5,40,a2,0b,b0,40,bd,11,83,3d,b6,a5,83,16,02,22,01,01,01,01,01,03,01,02,00
05,eb,90,90,65,01,03,0d,99,01,01,01,01,01,01,01,01,13,cd,01,c7,86,0d,3d,90,29,cf,c0,3b,44,35,41,1d,28,78,01,01,05,eb,90,78,69,01,07,0d,81,eb,92,1d,09,01,05,10,01,ef,24,02,25,03,ac,71,1e,3f,79,0b,32,40,03,7b,70,40,3c,ec,e4,40,82,39,1e,40,a0,1b,47,40,be,ee,94,bd,a4,53,d1,17,02,24,01,01,01,01,01,03,01,02,00
05,eb,90,60,6d,01,03,0e,99,01,01,01,01,01,01,01,01,13,ce,01,c8,87,0e,3d,27,e6,96,c0,45,72,47,41,1b,8f,6a,01,01,05,eb,90,48,71,01,07,0e,81,eb,92,1d,09,01,05,11,01,ef,25,02,26,03,ad,72,1b,3f,76,5d,bd,3f,f8,f0,dd,40,42,37,29,40,7f,ff,ef,40,a2,c1,53,40,c0,4b,2f,3b,47,03,cd,18,02,26,01,01,01,01,01,03,01,02,00
05,eb,90,30,75,01,03,0f,99,01,01,01,01,01,01,01,01,13,ce,01,c8,87,0f,3c,ed,48,75,c0,3a,01,0d,41,1d,50,3c,01,01,05,eb,90,18,79,01,07,0f,81,eb,92,1d,09,01,05,12,01,ef,27,02,28,03,af,73,1e,3f,79,42,48,3f,fc,cb,79,40,3b,75,26,40,81,c4,76,40,a0,45,e1,40,bf,d4,44,3d,9c,ce,5e,19,02,28,01,01,01,01,01,03,01,02,00
03,eb,90,02,7d,01,03,10,99,01,01,01,01,01,01,01,01,13,cf,01,c9,88,10,3b,b5,5c,db,c0,41,59,82,41,1c,57,a1,01,01,05,eb,90,e8,80,01,07,10,81,eb,92,1d,09,01,05,13,01,ef,27,02,28,03,af,74,1e,3f,87,d1,b8,3f,f9,98,b8,40,43,f5,b8,40,7a,bd,86,40,9e,57,b2,40,c2,a3,ff,bd,10,59,29,1a,02,2a,01,01,01,01,01,03,01,02,00
05,eb,90,d0,84,01,03,11,99,01,01,01,01,01,01,01,01,13,cf,01,c9,88,11,bc,b3,2e,c5,c0,44,e4,c8,41,1c,54,23,01,01,05,eb,90,b8,88,01,07,11,81,eb,92,1d,09,01,05,14,01,ef,28,02,29,03,b0,75,1e,3f,6b,d7,5d,40,04,3e,d5,40,3a,f5,3a,40,7a,1a,ce,40,a0,26,6e,40,bd,35,fd,3d,6c,81,97,1b,02,2c,01,01,01,01,01,03,01,02,00
05,eb,90,a0,8c,01,03,12,99,01,01,01,01,01,01,01,01,13,d0,01,ca,89,12,3d,cb,e3,04,c0,40,97,07,41,1b,d7,e8,01,01,05,eb,90,88,90,01,07,12,81,eb,92,1d,09,01,05,15,01,ef,2a,02,2b,03,b2,76,1e,3f,6a,d2,27,40,02,55,e6,40,39,f7,6b,40,7b,e8,a4,40,9e,c6,8b,40,bd,c0,20,bc,30,19,51,1c,02,2e,01,01,01,01,01,03,01,02,00
05,eb,90,70,94,01,03,13,99,01,01,01,01,01,01,01,01,13,d0,01,ca,89,13,bd,6a,4c,b1,c0,3c,b2,2c,41,1e,4c,66,01,01,05,eb,90,58,98,01,07,13,81,eb,92,1d,09,01,05,16,01,ef,2a,02,2b,03,b2,77,1e,3f,84,ef,cd,3f,f5,89,ab,40,3f,f8,c7,40,79,e7,bf,40,a0,02,73,40,c0,ba,18,bd,52,ff,f4,1d,02,30,01,01,01,01,01,03,01,02,00
05,eb,90,40,9c,01,03,14,99,01,01,01,01,01,01,01,01,13,d1,01,cb,8a,14,bd,8e,d9,21,c0,3d,5e,b7,41,1c,6f,ca,01,01,05,eb,90,28,a0,01,07,14,81,eb,92,1d,09,01,05,17,01,ef,2b,02,2c,03,b3,78,1e,3f,6d,d9,46,3f,f4,45,7b,40,41,8c,10,40,82,f4,db,40,a0,ce,af,40,be,6c,f6,bd,25,48,29,1e,02,32,01,01,01,01,01,03,01,02,00
05,eb,90,10,a4,01,03,15,99,01,01,01,01,01,01,01,01,13,d1,01,cb,8a,15,3d,59,e4,c9,c0,3d,c1,34,41,1e,09,b9,01,01,05,eb,90,f8,a7,01,07,15,81,eb,92,1d,09,01,05,18,01,ef,2d,02,2e,03,b5,79,03,3f,87,1b,bd,40,01,89,1c,40,42,6b,19,40,81,45,4c,40,a0,3f,f6,40,c2,ed,c3,bd,99,4d,eb,1f,02,34,01,01,01,01,01,03,01,02,00
05,eb,90,e0,ab,01,03,16,99,01,01,01,01,01,01,01,01,13,d2,01,cc,8b,16,bd,c2,49,40,c0,44,ea,dd,41,1b,d0,79,01,01,05,eb,90,c8,af,01,07,16,81,eb,92,1d,09,01,05,19,01,ef,2d,02,2e,03,b5,7a,03,3f,88,03,1e,40,18,b1,64,40,45,f6,58,40,7c,9c,6e,40,9d,6d,4f,40,be,04,01,3d,35,9d,02,20,02,36,01,01,01,01,01,03,01,02,00
05,eb,90,b0,b3,01,03,17,99,01,01,01,01,01,01,01,01,13,d2,01,cc,8b,17,3d,92,37,09,c0,45,e8,9a,41,1c,8a,4b,01,01,05,eb,90,98,b7,01,07,17,81,eb,92,1d,09,01,05,1a,01,ef,2e,02,2f,03,b6,7b,1e,3f,84,d4,5c,40,04,86,ee,40,3f,6e,83,40,79,d8,f7,40,9d,84,a0,40,bc,e5,6b,3a,1d,97,d5,21,02,38,01,01,01,01,01,03,01,02,00
05,eb,90,80,bb,01,03,18,99,01,01,01,01,01,01,01,01,13,d3,01,cd,8c,18,3d,24,ec,de,c0,45,96,62,41,1b,64,0d,01,01,05,eb,90,68,bf,01,07,18,81,eb,92,1d,09,01,05,1b,01,ef,30,02,31,03,b8,7c,0f,3f,7e,e4,4b,3f,f4,38,f7,40,40,e0,ab,40,80,0f,db,40,9f,d4,14,40,c1,cb,87,3d,07,aa,ab,22,02,3a,01,01,01,01,01,03,01,02,00
05,eb,90,50,c3,01,03,19,99,01,01,01,01,01,01,01,01,13,d3,01,cd,8c,19,bd,27,87,f9,c0,42,e6,10,41,1d,2b,70,01,01,05,eb,90,38,c7,01,07,19,81,eb,92,1d,09,01,05,1c,01,ef,30,02,31,03,b8,7d,1e,3f,88,db,20,3f,f7,cc,df,40,3d,4d,17,40,7f,4e,da,40,9f,f0,91,40,c0,70,9b,3d,bd,29,77,23,02,3c,01,01,01,01,01,03,01,02,00
05,eb,90,20,cb,01,03,1a,99,01,01,01,01,01,01,01,01,13,d4,01,ce,8d,1a,3c,b1,ab,45,c0,3b,49,5c,41,1b,cc,2b,01,01,05,eb,90,08,cf,01,07,1a,81,eb,92,1d,09,01,05,1d,01,ef,31,02,32,03,b9,7e,1e,3f,8a,d7,ee,40,05,da,db,40,3d,88,eb,40,81,48,2e,40,a1,e9,b2,40,c2,f4,7e,3d,37,1a,c6,24,02,3e,01,01,01,01,01,03,01,02,00
05,eb,90,f0,d2,01,03,1b,99,01,01,01,01,01,01,01,01,13,d4,01,ce,8d,1b,bd,b5,92,3b,c0,44,b1,71,41,1b,dc,b7,01,01,05,eb,90,d8,d6,01,07,1b,81,eb,92,1d,09,01,05,1e,01,ef,33,02,34,03,bb,7f,1e,3f,80,04,93,40,05,d0,34,40,45,61,e0,40,7d,3e,fe,40,9e,e0,9f,40,c3,0f,c9,bc,be,77,61,25,02,40,01,01,01,01,01,03,01,02,00
05,eb,90,c0,da,01,03,1c,99,01,01,01,01,01,01,01,01,13,d5,01,cf,8e,1c,bd,b7,59,02,c0,41,c3,ef,41,1d,17,be,01,01,05,eb,90,a8,de,01,07,1c,81,eb,92,1d,09,01,05,1f,01,ef,33,02,34,03,bb,80,1e,3f,86,84,bf,3f,f5,f7,f0,40,39,9e,37,40,81,6f,e8,40,a0,d7,80,40,c0,d5,4b,bc,24,8e,6d,26,02,42,01,01,01,01,01,03,01,02,00
05,eb,90,90,e2,01,03,1d,99,01,01,01,01,01,01,01,01,13,d5,01,cf,8e,1d,3d,57,97,3a,c0,45,ec,12,41,1d,8d,ea,01,01,05,eb,90,78,e6,01,07,1d,81,eb,92,1d,09,01,05,20,01,ef,34,02,35,03,bc,81,1e,3f,6e,40,88,3f,f6,fc,2b,40,45,16,c3,40,82,3d,ea,40,a0,c6,9d,40,c2,12,9d,3c,72,39,90,27,02,44,01,01,01,01,01,03,01,02,00
05,eb,90,60,ea,01,03,1e,99,01,01,01,01,01,01,01,01,13,d6,01,d0,8f,1e,3d,39,23,45,c0,43,d4,4b,41,1d,d2,fa,01,01,05,eb,90,48,ee,01,07,1e,81,eb,92,1d,09,01,05,21,01,ef,36,02,37,03,be,82,1e,3f,6e,d3,ac,3f,ff,89,fc,40,3c,4e,e8,40,82,c4,f1,40,a0,ce,c6,40,c1,09,52,3d,11,3a,d8,28,02,46,01,01,01,01,01,03,01,02,00
05,eb,90,30,f2,01,03,1f,99,01,01,01,01,01,01,01,01,13,d6,01,d0,8f,1f,3d,68,e7,fd,c0,3d,38,63,41,1d,f0,e6,01,01,05,eb,90,18,f6,01,07,1f,81,eb,92,1d,09,01,05,22,01,ef,36,02,37,03,be,83,1e,3f,82,9d,eb,3f,f4,9b,ad,40,44,fe,2c,40,7c,11,19,40,a1,6a,a7,40,c3,31,a8,bd,70,a0,b4,29,02,48,01,01,01,01,01,03,01,02,00
03,eb,90,02,fa,01,03,20,99,01,01,01,01,01,01,01,01,13,d7,01,d1,90,20,3d,96,9a,ab,c0,45,3b,aa,41,1d,60,3e,01,01,05,eb,90,e8,fd,01,07,20,81,eb,92,1d,09,01,05,23,01,ef,37,02,38,03,bf,84,04,3f,8c,41,1a,3f,f4,a6,8e,40,40,23,86,40,7f,ed,d7,40,9e,bc,47,40,bf,0f,e8,3d,89,62,1e,2a,02,4a,01,01,01,01,01,03,01,02,00
06,eb,90,d0,01,01,03,21,99,01,01,01,01,01,01,01,01,13,d7,01,d1,90,21,bc,8f,d2,ff,c0,3f,bd,99,41,1c,d5,20,01,01,06,eb,90,b8,05,01,07,21,81,eb,92,1d,09,01,05,24,01,ef,39,02,3a,03,c1,85,1e,3f,74,ad,d1,40,03,d2,11,40,39,a8,86,40,7b,f3,59,40,a1,53,2a,40,c2,0f,ca,3b,3d,8b,57,2b,02,4c,01,01,01,01,01,03,01,02,00
06,eb,90,a0,09,01,03,22,99,01,01,01,01,01,01,01,01,13,d8,01,d2,91,22,bd,a2,6d,82,c0,40,9b,3e,41,1d,bd,f2,01,01,06,eb,90,88,0d,01,07,22,81,eb,92,1d,09,01,05,25,01,ef,39,02,3a,03,c1,86,1e,3f,6a,9c,80,3f,f5,4e,1b,40,45,9a,d4,40,80,96,be,40,9d,11,c4,40,c1,b6,11,bd,a3,64,98,2c,02,4e,01,01,01,01,01,03,01,02,00
06,eb,90,70,11,01,03,23,99,01,01,01,01,01,01,01,01,13,d8,01,d2,91,23,3d,8c,34,fd,c0,46,57,9b,41,1c,77,d8,01,01,06,eb,90,58,15,01,07,23,81,eb,92,1d,09,01,05,26,01,ef,3a,02,3b,03,c2,87,1e,3f,79,0a,eb,40,01,c7,80,40,3d,45,9f,40,82,1b,b3,40,9e,bc,af,40,c3,03,d0,3c,ba,bc,7f,2d,02,50,01,01,01,01,01,03,01,02,00
06,eb,90,40,19,01,03,24,99,01,01,01,01,01,01,01,01,13,d9,01,d3,92,24,3d,9c,b3,8c,c0,41,76,8b,41,1c,9d,27,01,01,06,eb,90,28,1d,01,07,24,81,eb,92,1d,09,01,05,27,01,ef,3c,02,3d,03,c4,88,1e,3f,75,8f,bc,40,05,d8,60,40,3d,ec,ac,40,7a,81,c1,40,a1,97,70,40,c0,44,77,3d,59,5c,7b,2e,02,52,01,01,01,01,01,03,01,02,00
06,eb,90,10,21,01,03,25,99,01,01,01,01,01,01,01,01,13,d9,01,d3,92,25,bd,25,3f,bb,c0,46,65,cd,41,1b,85,17,01,01,06,eb,90,f8,24,01,07,25,81,eb,92,1d,09,01,05,28,01,ef,3c,02,3d,03,c4,89,1e,3f,8c,3f,c3,3f,fb,e7,11,40,44,38,7f,40,79,dd,65,40,a2,96,c1,40,c0,ba,31,bd,9c,90,23,2f,02,54,01,01,01,01,01,03,01,02,00
06,eb,90,e0,28,01,03,26,99,01,01,01,01,01,01,01,01,13,da,01,d4,93,26,bd,b2,a8,fc,c0,40,ed,b3,41,1d,f6,4b,01,01,06,eb,90,c8,2c,01,07,26,81,eb,92,1d,09,01,05,29,01,ef,3d,02,3e,03,c5,8a,1e,3f,82,62,23,40,01,c8,3b,40,42,fd,13,40,81,15,b7,40,a2,66,62,40,bf,0f,19,bc,6a,08,de,30,02,56,01,01,01,01,01,03,01,02,00
06,eb,90,b0,30,01,03,27,99,01,01,01,01,01,01,01,01,13,da,01,d4,93,27,3d,aa,8b,88,c0,45,f4,df,41,1d,3b,1d,01,01,06,eb,90,98,34,01,07,27,81,eb,92,1d,09,01,05,2a,01,ef,3f,02,40,03,c7,8b,1e,3f,84,47,f8,3f,f8,90,a3,40,3b,ad,39,40,81,1b,45,40,9d,31,b8,40,c0,4b,4b,bb,e1,fc,79,31,02,58,01,01,01,01,01,03,01,02,00
06,eb,90,80,38,01,03,28,99,01,01,01,01,01,01,01,01,13,db,01,d5,94,28,bd,cb,7e,9d,c0,44,7f,24,41,1b,74,6b,01,01,06,eb,90,68,3c,01,07,28,81,eb,92,1d,09,01,05,2b,01,ef,3f,02,40,03,c7,8c,1e,3f,84,70,25,3f,f8,57,9b,40,3a,ec,a9,40,81,58,0b,40,a1,7c,80,40,bf,16,ba,3d,b9,dd,92,32,02,5a,01,01,01,01,01,03,01,02,00
06,eb,90,50,40,01,03,29,99,01,01,01,01,01,01,01,01,13,db,01,d5,94,29,3d,be,b0,a6,c0,3f,8d,ef,41,1b,fd,f7,01,01,06,eb,90,38,44,01,07,29,81,eb,92,1d,09,01,05,2c,01,ef,40,02,41,03,c8,8d,1e,3f,83,7b,0d,40,05,9b,32,40,42,06,b7,40,7f,68,ba,40,9d,7e,36,40,bf,7d,68,3c,17,13,df,33,02,5c,01,01,01,01,01,03,01,02,00
06,eb,90,20,48,01,03,2a,99,01,01,01,01,01,01,01,01,13,dc,01,d6,95,2a,bd,47,c5,a0,c0,3e,68,2c,41,1e,35,86,01,01,06,eb,90,08,4c,01,07,2a,81,eb,92,1d,09,01,05,2d,01,ef,42,02,43,03,ca,8e,1e,3f,79,a6,ad,40,01,7f,a0,40,41,60,a1,40,7f,9d,8c,40,9f,88,5a,40,c2,69,70,3d,59,12,ee,34,02,5e,01,01,01,01,01,03,01,02,00
06,eb,90,f0,4f,01,03,2b,99,01,01,01,01,01,01,01,01,13,dc,01,d6,95,2b,3d,c2,d3,f9,c0,3a,83,d3,41,1d,4e,bf,01,01,06,eb,90,d8,53,01,07,2b,81,eb,92,1d,09,01,05,2e,01,ef,42,02,43,03,ca,8f,1e,3f,8a,ed,a1,40,06,4e,0c,40,45,fe,09,40,7e,27,a4,40,a0,5e,34,40,bf,3d,3d,3c,fb,9f,fe,35,02,60,01,01,01,01,01,03,01,02,00
06,eb,90,c0,57,01,03,2c,99,01,01,01,01,01,01,01,01,13,dd,01,d7,96,2c,bd,33,09,8a,c0,3c,7e,31,41,1c,d5,92,01,01,06,eb,90,a8,5b,01,07,2c,81,eb,92,1d,09,01,05,2f,01,ef,43,02,44,03,cb,90,1e,3f,83,94,ce,40,05,26,d9,40,3e,56,9d,40,80,32,61,40,9e,a3,c3,40,bd,05,42,bd,3f,2e,67,36,02,62,01,01,01,01,01,03,01,02,00
06,eb,90,90,5f,01,03,2d,99,01,01,01,01,01,01,01,01,13,dd,01,d7,96,2d,bc,b6,41,0e,c0,39,ac,f9,41,1d,44,5d,01,01,06,eb,90,78,63,01,07,2d,81,eb,92,1d,09,01,05,30,01,ef,45,02,46,03,cd,91,03,3f,7c,1b,be,3f,f6,c8,47,40,3b,9f,f1,40,79,f1,35,40,9e,75,f3,40,bf,06,3a,3d,47,53,23,37,02,64,01,01,01,01,01,03,01,02,00
06,eb,90,60,67,01,03,2e,99,01,01,01,01,01,01,01,01,13,de,01,d8,97,2e,3d,9d,7a,a0,c0,43,40,7c,41,1d,17,7d,01,01,06,eb,90,48,6b,01,07,2e,81,eb,92,1d,09,01,05,31,01,ef,45,02,46,03,cd,92,1e,3f,88,42,b0,3f,f7,eb,1a,40,3d,68,73,40,80,cd,52,40,a2,9b,4f,40,c1,fd,a0,bd,9d,f8,c2,38,02,66,01,01,01,01,01,03,01,02,00
06,eb,90,30,6f,01,03,2f,99,01,01,01,01,01,01,01,01,13,de,01,d8,97,2f,3d,57,49,10,c0,45,68,3f,41,1c,61,9d,01,01,06,eb,90,18,73,01,07,2f,81,eb,92,1d,09,01,05,32,01,ef,46,02,47,03,ce,93,1e,3f,78,68,13,3f,fc,97,3a,40,3f,54,19,40,80,4f,e8,40,9f,4c,8c,40,be,8c,60,bd,02,0e,c9,39,02,68,01,01,01,01,01,03,01,02,00
03,eb,90,03,77,01,03,30,99,01,01,01,01,01,01,01,01,13,df,01,d9,98,30,bb,8c,2a,d5,c0,3e,bf,44,41,1c,b0,b7,01,01,06,eb,90,e8,7a,01,07,30,81,eb,92,1d,09,01,05,33,01,ef,48,02,49,03,d0,94,1e,3f,8b,38,84,40,06,16,7a,40,3f,58,06,40,82,f7,81,40,9d,9d,6f,40,bf,21,e4,bb,5e,8c,f5,3a,02,6a,01,01,01,01,01,03,01,02,00
06,eb,90,d0,7e,01,03,31,99,01,01,01,01,01,01,01,01,13,df,01,d9,98,31,3d,62,b7,ca,c0,44,d3,f3,41,1b,64,e4,01,01,06,eb,90,b8,82,01,07,31,81,eb,92,1d,09,01,05,34,01,ef,48,02,49,03,d0,95,1e,3f,76,f1,1a,3f,fa,19,d3,40,45,ba,03,40,80,23,a7,40,9d,71,21,40,be,0a,10,bd,2f,14,db,3b,02,6c,01,01,01,01,01,03,01,02,00
06,eb,90,a0,86,01,03,32,99,01,01,01,01,01,01,01,01,13,e0,01,da,99,32,3c,41,ca,fd,c0,3f,99,ff,41,1d,18,56,01,01,06,eb,90,88,8a,01,07,32,81,eb,92,1d,09,01,05,35,01,ef,49,02,4a,03,d1,96,1e,3f,67,60,e5,3f,f5,bf,47,40,40,59,ee,40,80,b0,4c,40,a1,c3,bf,40,be,c7,d6,bd,cb,01,35,3c,02,6e,01,01,01,01,01,03,01,02,00
06,eb,90,70,8e,01,03,33,99,01,01,01,01,01,01,01,01,13,e0,01,da,99,33,3b,20,4e,7f,c0,44,f7,d2,41,1d,bb,0d,01,01,06,eb,90,58,92,01,07,33,81,eb,92,1d,09,01,05,36,01,ef,4b,02,4c,03,d3,97,1e,3f,77,49,a3,40,02,b3,48,40,40,81,07,40,81,e6,f7,40,9f,f1,b7,40,c2,57,48,3d,b5,54,5e,3d,02,70,01,01,01,01,01,03,01,02,00
06,eb,90,40,96,01,03,34,99,01,01,01,01,01,01,01,01,13,e1,01,db,9a,34,3d,a4,aa,7a,c0,3a,88,59,41,1e,26,32,01,01,06,eb,90,28,9a,01,07,34,81,eb,92,1d,09,01,05,37,01,ef,4b,02,4c,03,d3,98,0f,3f,81,99,f8,3f,f4,06,64,40,3a,ef,35,40,80,0f,56,40,a0,61,8e,40,c2,b4,c9,bc,8c,aa,8c,3e,02,72,01,01,01,01,01,03,01,02,00
06,eb,90,10,9e,01,03,35,99,01,01,01,01,01,01,01,01,13,e1,01,db,9a,35,bd,b1,55,17,c0,44,13,0f,41,1b,34,06,01,01,06,eb,90,f8,a1,01,07,35,81,eb,92,1d,09,01,05,38,01,ef,4c,02,4d,03,d4,99,06,3f,7e,69,73,40,18,be,68,40,42,dc,44,40,82,c8,db,40,a0,df,3d,40,bd,6d,dc,bd,b1,e5,83,3f,02,74,01,01,01,01,01,03,01,02,00
06,eb,90,e0,a5,01,03,36,99,01,01,01,01,01,01,01,01,13,e2,01,dc,9b,36,3d,a0,63,75,c0,3b,2a,24,41,1d,38,1a,01,01,06,eb,90,c8,a9,01,07,36,81,eb,92,1d,09,01,05,39,01,ef,4e,02,4f,03,d6,9a,1e,3f,85,e7,8f,40,04,e0,2c,40,43,a4,f4,40,7c,c8,0d,40,9f,08,dc,40,bf,80,71,bd,c6,2c,0b,40,02,76,01,01,01,01,01,03,01,02,00
06,eb,90,b0,ad,01,03,37,99,01,01,01,01,01,01,01,01,13,e2,01,dc,9b,37,bd,c3,2b,be,c0,3d,b6,ab,41,1c,d8,59,01,01,06,eb,90,98,b1,01,07,37,81,eb,92,1d,09,01,05,3a,01,ef,4e,02,4f,03,d6,9b,06,3f,70,e6,2d,40,18,73,98,40,3b,43,67,40,83,1d,28,40,a0,da,be,40,c1,cd,ff,3d,9a,6c,10,41,02,78,01,01,01,01,01,03,01,02,00
06,eb,90,80,b5,01,03,38,99,01,01,01,01,01,01,01,01,13,e3,01,dd,9c,38,bc,eb,ce,8f,c0,3c,05,2d,41,1b,f9,33,01,01,06,eb,90,68,b9,01,07,38,81,eb,92,1d,09,01,05,3b,01,ef,4f,02,50,03,d7,9c,1e,3f,83,0b,5d,3f,f5,da,75,40,41,45,f8,40,82,42,2b,40,9c,f7,d1,40,c3,05,49,3c,62,30,ef,42,02,7a,01,01,01,01,01,03,01,02,00
06,eb,90,50,bd,01,03,39,99,01,01,01,01,01,01,01,01,13,e3,01,dd,9c,39,3d,a6,25,c3,c0,3f,70,8e,41,1e,4e,0a,01,01,06,eb,90,38,c1,01,07,39,81,eb,92,1d,09,01,05,3c,01,ef,51,02,52,03,d9,9d,1e,3f,88,0c,73,3f,fc,50,bf,40,45,24,a7,40,7f,e2,23,40,9f,3f,35,40,bd,34,60,3d,8b,dd,e0,43,02,7c,01,01,01,01,01,03,01,02,00
06,eb,90,20,c5,01,03,3a,99,01,01,01,01,01,01,01,01,13,e4,01,de,9d,3a,bd,0e,bf,8f,c0,43,02,6c,41,1e,34,e6,01,01,06,eb,90,08,c9,01,07,3a,81,eb,92,1d,09,01,05,3d,01,ef,51,02,52,03,d9,9e,1e,3f,82,09,0e,3f,ff,be,a0,40,42,20,93,40,81,82,48,40,9d,be,c1,40,c1,e5,cb,3d,a1,4d,55,44,02,7e,01,01,01,01,01,03,01,02,00
